analytic_commander_id,commander_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier,stability_category,known_outcome_count,engagement_count,battle_count,broad_page_contribution_share,battle_siege_page_contribution_share,siege_row_share,provisional_role_category,strict_eligibility,exclude_from_headline_ranking,weak_battle_siege_support,recommended_action,rationale
acmd_52b260aad01c,Carlos Coloma,285,58.67996251171508,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,1.0,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_94977b3dbcce,Shamil Basayev,286,58.48879100281162,Unclassified,model_sensitive,5,12,6,0.032715,0.967285,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_48dab2ccd752,Francis Drake,287,58.46954076850984,Unclassified,model_sensitive,9,10,9,0.0,1.0,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8f3a27925fad,Antigonus II Gonatas,288,58.3487160262418,Unclassified,model_sensitive,3,7,6,0.170142,0.829858,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_38fc1ae83404,Ali İhsan Sâbis,289,58.27818181818181,Unclassified,moderately_stable,6,6,5,0.137028,0.862972,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ea18bd174ac8,Paul Ludwig Ewald von Kleist,290,58.25398313027179,Unclassified,model_sensitive,13,20,14,0.458727,0.541273,0.0,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0d7a05b4aa85,Kurt Christoph Graf von Schwerin,291,58.21304592314901,"Tier E, historically important but scoring-sensitive",model_sensitive,6,6,2,0.293047,0.706953,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_3fabde00792e,Lê Duẩn,292,58.16779756326149,"Tier E, historically important but scoring-sensitive",model_sensitive,4,12,1,1.0,0.0,0.0,political_leader,political_or_nominal_only,True,True,exclude_from_headline_ranking,Political leadership case with 100% broad-page dependency; exclude from headline commander ranking unless direct command evidence is added.
acmd_0af142e28fe0,Harry Chauvel,293,58.11715089034678,"Tier D, strong but narrow-category performer",model_sensitive,11,17,17,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e1e17312f0b6,Alexander Danilovich Menshikov,294,58.0468603561387,Unclassified,model_sensitive,10,10,9,0.013581,0.986419,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_42dffd31a31c,Umar ibn al-Khattab,295,57.99727272727272,Unclassified,model_sensitive,7,7,6,0.068083,0.931917,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_940e0bba1413,Banastre Tarleton,296,57.95407685098407,Unclassified,model_sensitive,11,12,11,0.0,1.0,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6d43b9fe68ae,David Petraeus,297,57.94522961574508,Unclassified,model_sensitive,4,8,2,0.263965,0.736035,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_80f7636b3e8b,Thomas C. Kinkaid,298,57.90558575445172,Unclassified,moderately_stable,5,7,5,0.087963,0.912037,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f5d1bba49f8a,Al-Muthanna ibn Haritha,299,57.86363636363637,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b843c9060a65,Robert E. Lee,300,57.86223055295219,Unclassified,model_sensitive,15,25,24,0.0,1.0,0.08,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_2d85610c0fbd,Louis-François de Boufflers,301,57.845679475164,"Tier D, strong but narrow-category performer",moderately_stable,5,11,9,0.0,1.0,0.454545,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_dab7c12ffcfd,James Somerville,302,57.61363636363637,Unclassified,model_sensitive,7,8,3,0.699001,0.300999,0.0,high_level_mixed_case,ambiguous_requires_review,False,True,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_66d0ffa55117,Boris Sheremetev,303,57.518275538894095,Unclassified,model_sensitive,10,11,10,0.011415,0.988585,0.090909,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a36817556cfb,Józef Piłsudski,304,57.51267104029991,"Tier E, historically important but scoring-sensitive",model_sensitive,6,8,2,0.459566,0.540434,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_e862e10c7f4b,Géraud Duroc,305,57.49909090909091,Unclassified,model_sensitive,6,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6e754d4d021f,Richmond K. Turner,306,57.47703842549203,Unclassified,model_sensitive,8,8,8,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_00a1961038da,Henri de la Rochejaquelein,307,57.41611996251172,Unclassified,model_sensitive,7,13,12,0.028914,0.971086,0.076923,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0f7ab060cb47,Erich von Falkenhayn,308,57.33926897844424,Unclassified,model_sensitive,13,29,27,0.086375,0.913625,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_4d67bf69c583,Prince Georg Friedrich of Waldeck,309,57.29803186504218,Unclassified,model_sensitive,10,12,11,0.0,1.0,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d22e899981e0,Levin August von Bennigsen,310,57.22492970946578,Unclassified,model_sensitive,16,18,16,0.026571,0.973429,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5f4bc03b1ef9,Semyon Budyonny,311,57.209934395501406,Unclassified,model_sensitive,8,14,9,0.252397,0.747604,0.071429,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f48ec5fca4aa,Hisaichi Terauchi,312,57.15727272727273,Unclassified,model_sensitive,6,7,3,0.284778,0.715222,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_fbc576a2a4b1,Agha Petros,313,56.94444236176195,"Tier D, strong but narrow-category performer",moderately_stable,5,6,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_9f06f178273f,Paul von Hindenburg,314,56.943767572633554,Unclassified,model_sensitive,14,18,15,0.123663,0.876337,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_d9469b4e7a69,Frederick William III of Prussia,315,56.9278350515464,Unclassified,model_sensitive,9,10,8,0.059917,0.940083,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_737dc9f285ed,Louis XII,316,56.83079662605436,Unclassified,model_sensitive,5,7,5,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_70a7600b9014,Joan of Arc,317,56.75445173383318,"Tier D, strong but narrow-category performer",model_sensitive,7,8,8,0.0,1.0,0.625,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_7ae9fa70495e,Shapur II,318,56.749765698219306,"Tier D, strong but narrow-category performer",moderately_stable,7,8,8,0.0,1.0,0.75,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_0f348c5a30d9,Étienne Maurice Gérard,319,56.71363636363637,Unclassified,moderately_stable,6,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_44bea7a7b61f,Aurelian,320,56.692596063730086,Unclassified,model_sensitive,9,9,9,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0db9897622bf,Faisal bin Hussein,321,56.64272727272727,Unclassified,model_sensitive,7,9,7,0.075659,0.924341,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bbd70af8b691,"Henry de Nassau, Lord Overkirk",322,56.623636363636365,Unclassified,moderately_stable,6,8,7,0.0,1.0,0.25,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_220385ca9722,Leopold Joseph von Daun,323,56.56607310215557,Unclassified,model_sensitive,11,11,9,0.020555,0.979445,0.090909,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_2c2f7f6f9b6a,Władysław Anders,324,56.49363636363636,Unclassified,model_sensitive,6,6,5,0.106343,0.893657,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_677efdd9158a,Fyodor Ushakov,325,56.41673851921274,Unclassified,moderately_stable,5,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7ec2404452f1,Ukita Hideie,326,56.38238050609184,"Tier D, strong but narrow-category performer",model_sensitive,8,8,7,0.054568,0.945432,0.5,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_5afca701c058,Alexios I Komnenos,327,56.3665229615745,Unclassified,moderately_stable,4,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7517799969f7,Wei Lihuang,328,56.22909090909091,Unclassified,model_sensitive,7,8,5,0.109591,0.890409,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_73c19b35a1d2,Cornplanter,329,56.21545454545454,Unclassified,model_sensitive,6,6,5,0.003735,0.996265,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_1913cb809197,John II Casimir Vasa,330,56.20993439550141,"Tier D, strong but narrow-category performer",model_sensitive,7,10,10,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_fbb389d1c543,Joseph Bonaparte,331,56.16272727272728,Unclassified,model_sensitive,7,9,6,0.054616,0.945384,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_115425e9df1e,Köprülüzade Fazıl Ahmed Pasha,332,56.12181818181818,"Tier D, strong but narrow-category performer",moderately_stable,7,7,7,0.0,1.0,0.571429,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_812d2f598094,Wilhelm List,333,56.10839737582005,Unclassified,moderately_stable,5,7,5,0.124216,0.875784,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3f1d7a6c8454,Ikeda Tsuneoki,334,56.03655107778819,Unclassified,model_sensitive,6,8,8,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_48ef1012f2b3,Muhammad Ali of Egypt,335,55.93484536082473,Unclassified,model_sensitive,3,6,4,0.129898,0.870102,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_cbc1d948abe9,José Enrique Varela,336,55.932202436738514,Unclassified,moderately_stable,5,7,5,0.039893,0.960107,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_1dd9ea8958c6,Batu Khan,337,55.89696344892221,"Tier D, strong but narrow-category performer",model_sensitive,5,7,7,0.0,1.0,0.571429,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_2ddf87f52268,Louis-Alexandre Berthier,338,55.819437675726334,Unclassified,moderately_stable,5,7,6,0.058379,0.941621,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f444acfda535,Jubal Early,339,55.626991565135896,"Tier D, strong but narrow-category performer",model_sensitive,8,12,12,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bacdcb56b57f,Nikolai Ruzsky,340,55.57357075913778,Unclassified,model_sensitive,7,10,10,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_2454005fd668,Alexander Vandegrift,341,55.510909090909074,Unclassified,moderately_stable,6,6,5,0.05655,0.94345,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fe6875ab3f2a,Eumenes II,342,55.50316776007497,Unclassified,model_sensitive,4,6,4,0.189905,0.810095,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_259ad60364c2,Niwa Nagahide,343,55.44704779756326,Unclassified,model_sensitive,7,10,9,0.0,1.0,0.3,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_7e7dbaa35c37,Malhar Rao Holkar,344,55.37190253045922,Unclassified,moderately_stable,4,6,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_cc906ff26e44,Gedik Ahmed Pasha,345,55.24944704779756,"Tier D, strong but narrow-category performer",moderately_stable,5,5,5,0.0,1.0,0.4,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_46f56816d5b9,Kobayakawa Takakage,346,55.23617619493909,"Tier D, strong but narrow-category performer",model_sensitive,8,11,11,0.0,1.0,0.454545,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_43bc67a38907,Jean-Louis Raduit de Souches,347,55.22654170571696,"Tier D, strong but narrow-category performer",moderately_stable,4,6,6,0.0,1.0,0.666667,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_34bcf67f40ab,Burkhard Christoph von Münnich,348,55.09727272727272,"Tier D, strong but narrow-category performer",moderately_stable,6,7,6,0.0,1.0,0.714286,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_573ef1ff524c,Henry Kent Hewitt,349,55.04153701968134,Unclassified,model_sensitive,5,5,3,0.272263,0.727737,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_036a20fe18f5,Horace François Bastien Sébastiani de La Porta,350,54.94272727272728,Unclassified,model_sensitive,7,8,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f50b8fd3d1d4,Cevat Çobanlı,351,54.93439550140581,Unclassified,model_sensitive,10,15,13,0.09504,0.90496,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_287d9f6db9b3,Markian Popov,352,54.881818181818176,Unclassified,model_sensitive,6,8,4,0.421095,0.578905,0.125,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_ffe0c002944a,Humayun,353,54.86974695407685,Unclassified,moderately_stable,5,7,7,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_226ab5992ba1,Ghiath Dalla,354,54.84217432052484,Unclassified,model_sensitive,3,8,1,1.0,0.0,0.125,modern_operational_commander_uncurated,ambiguous_requires_review,False,True,role_review_before_headline_use,Modern commander represented only by operation pages; requires role verification before headline use.
acmd_79ba87c47c6a,Muhammad of Ghor,355,54.828491096532346,Unclassified,model_sensitive,8,9,9,0.0,1.0,0.222222,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_80b07b7826a7,Roy Geiger,356,54.81636363636363,Unclassified,moderately_stable,7,7,6,0.045938,0.954062,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6616c2cebe63,Bhai Daya Singh,357,54.783636363636354,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3fe70355cfaf,Prince Charles Alexander of Lorraine,358,54.755388940955946,Unclassified,model_sensitive,12,13,9,0.054174,0.945826,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_0ad1185a6a66,Nguyễn Văn Toàn,359,54.74363636363636,Unclassified,model_sensitive,7,8,4,0.166249,0.833751,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_7b449195d1e8,Dom Francisco de Almeida,360,54.658313027179005,Unclassified,model_sensitive,5,8,4,0.030511,0.969489,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,No major Pass 2 eligibility concern detected from current page-type evidence.
acmd_bb577a8cbf54,Prince Friedrich Franz Xaver of Hohenzollern-Hechingen,361,54.62699156513589,Unclassified,model_sensitive,9,9,9,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_ccbda412144d,Stonewall Jackson,362,54.596063730084346,Unclassified,model_sensitive,10,11,11,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e961c7fc9cd7,"Francis II, Holy Roman Emperor",363,54.58272727272728,Unclassified,model_sensitive,7,10,5,0.08885,0.91115,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3520db47c040,John Burgoyne,364,54.49268978444236,Unclassified,model_sensitive,5,7,5,0.00451,0.99549,0.285714,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_72693bc552ea,Fevzi Çakmak,365,54.45656982193064,Unclassified,moderately_stable,4,11,9,0.06634,0.93366,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_b5e612cc81d0,Jean-Mathieu-Philibert Sérurier,366,54.45272727272727,Unclassified,model_sensitive,7,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a34963a42575,Mikhail Dmitrievich Gorchakov,367,54.442361761949385,Unclassified,model_sensitive,8,8,7,0.025276,0.974724,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_8e8fe01e473f,Gustav III,368,54.319137769447046,"Tier D, strong but narrow-category performer",moderately_stable,5,7,6,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_95a58fa34720,Jan Henryk Dąbrowski,369,54.28116213683223,Unclassified,model_sensitive,8,10,7,0.090953,0.909047,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_9b2a4c3d99da,İsmet İnönü,370,54.26636363636363,Unclassified,model_sensitive,6,9,6,0.104613,0.895387,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_afd57675d6ac,Matthias Corvinus,371,54.23545454545455,"Tier D, strong but narrow-category performer",moderately_stable,6,7,7,0.0,1.0,0.571429,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_cf5d68a11a5f,Fu Zuoyi,372,54.14363636363636,Unclassified,model_sensitive,7,10,6,0.118646,0.881354,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_bc82413cd7e4,Miles Dempsey,373,54.11545454545453,Unclassified,model_sensitive,6,9,3,0.590447,0.409553,0.0,high_level_mixed_case,ambiguous_requires_review,False,False,add_high_level_page_caveat,Broad-page share is high enough to require caveat or additional role verification.
acmd_008e8e0a80eb,Ahmad ibn Ibrahim al-Ghazi,374,54.11034676663542,Unclassified,model_sensitive,4,12,8,0.063107,0.936893,0.083333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_3e03fcdcfb54,Luigi Cadorna,375,54.0074976569822,Unclassified,model_sensitive,9,14,14,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_f16ac779f15b,Otto Liman von Sanders,376,54.00656044985941,Unclassified,model_sensitive,14,17,16,0.068747,0.931253,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_52329cda501a,Reşid Mehmed Pasha,377,53.96719775070291,Unclassified,model_sensitive,8,9,9,0.0,1.0,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a7659bf3061e,Jacob De la Gardie,378,53.93158388003749,"Tier D, strong but narrow-category performer",model_sensitive,8,9,8,0.0,1.0,0.555556,genuine_siege_or_engineering_commander,eligible_siege_or_engineering_commander,False,False,retain,Substantial siege-event support; keep as eligible but category-specific.
acmd_ad3a0af04cc1,Ulrich Friedrich Woldemar von Löwendal,379,53.59233364573569,Unclassified,model_sensitive,5,6,5,0.0,1.0,0.333333,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_6ed30dc6fc95,John Hunyadi,380,53.5257731958763,Unclassified,model_sensitive,6,10,10,0.0,1.0,0.1,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_84e49cdfe5d1,Holland M. Smith,381,53.407328959700095,Unclassified,moderately_stable,5,5,5,0.0,1.0,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_24c6780391be,Ismail I,382,53.39235238987816,Unclassified,moderately_stable,5,5,5,0.0,1.0,0.2,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_561c2b10345f,Erich von Manstein,383,53.34864104967198,Unclassified,model_sensitive,14,19,10,0.565077,0.434923,0.105263,genuine_field_commander,eligible_field_commander,False,False,add_high_level_page_caveat,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c5819c2a2ab3,Erich Ludendorff,384,53.29615745079663,Unclassified,model_sensitive,32,40,36,0.081551,0.918449,0.0,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_c63b97712f15,Hadj Ag Gamou,385,53.14744142455483,Unclassified,moderately_stable,4,8,7,0.0,1.0,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e83e15ec1f11,Đurađ Branković,386,53.146204311152765,Unclassified,model_sensitive,6,9,8,0.0,1.0,0.111111,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_fd2e1c53437f,Flavius Aetius,387,53.1210121836926,Unclassified,moderately_stable,5,6,6,0.0,1.0,0.166667,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_e202bcfdc08d,Bayezid I,388,53.10965323336457,Unclassified,model_sensitive,7,8,8,0.0,1.0,0.25,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_a51136d03689,Louis Desaix,389,53.09181818181818,Unclassified,moderately_stable,6,7,7,0.0,1.0,0.142857,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_447a98350ccc,Antonio López de Santa Anna,390,52.941893158388,Unclassified,model_sensitive,7,13,10,0.0,1.0,0.076923,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
acmd_5594879510b5,Antonio Ricardos,391,52.89315838800374,Unclassified,model_sensitive,8,8,7,0.018226,0.981774,0.125,genuine_field_commander,eligible_field_commander,False,False,retain,Battle/siege support and known-outcome evidence are sufficient for headline sensitivity inclusion.
