analytic_commander_id,display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,side,belligerent,old_outcome_category,new_outcome_category,page_result_raw,page_result_type,override_justification,override_evidence_basis,override_source
acmd_08fac78eeb32,François Séverin Marceau,https://en.wikipedia.org/wiki/Fran%C3%A7ois_S%C3%A9verin_Marceau,battle_28737264,Battle of Sprimont,Battle of Sprimont,side_a,France French Republic,unknown,victory,French victory France completes annexation of Austrian Netherlands,victory,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victory France completes annexation of Austrian Netherlands,full_population_auto
acmd_4741e266a92e,François de Créquy,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Cr%C3%A9quy,battle_975053,War of the Reunions,War of the Reunions,side_a,Kingdom of France France,unknown,indecisive,Truce of Ratisbon,unknown,Retained page result is explicitly a truce.,page_result_raw=Truce of Ratisbon,full_population_auto
acmd_94390629dbd3,Frederick the Great,https://en.wikipedia.org/wiki/Frederick_the_Great,battle_446476,Battle of Zorndorf,Battle of Zorndorf,side_a,Prussia,unknown,indecisive,InconclusiveDuffy 2015 Black,unknown,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveDuffy 2015 Black,top200_full_audit_auto
acmd_10f824474235,Friedrich Freiherr Kress von Kressenstein,https://en.wikipedia.org/wiki/Friedrich_Freiherr_Kress_von_Kressenstein,battle_3384189,Sochi conflict,Sochi conflict,side_a,Georgia Georgia აფხაზთა სახალხო საბჭო Military support: German Empire Darker_green_and_Black_flag.svg Green armies,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_493ac563b10a,Friedrich Graf Kleist von Nollendorf,https://en.wikipedia.org/wiki/Friedrich_Graf_Kleist_von_Nollendorf,battle_76566087,Battle of Claye,Battle of Claye,side_b,Kingdom of Prussia,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_423dcc754432,Friedrich Paulus,https://en.wikipedia.org/wiki/Friedrich_Paulus,battle_262120,Operation Uranus,Operation Uranus,side_b,Nazi Germany Fascist Italy (1922-1943) Kingdom of Romania,unknown,defeat,Soviet victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory,full_population_auto
acmd_19278269c804,Friedrich Sixt von Armin,https://en.wikipedia.org/wiki/Friedrich_Sixt_von_Armin,battle_5060080,Battle of Poelcappelle,Battle of Poelcappelle,side_b,23px German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_f4511a92baa3,Friedrich Wilhelm Freiherr von Bülow,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Freiherr_von_B%C3%BClow,battle_51872575,Siege of Antwerp (1814),Siege of Antwerp (1814),side_b,United Kingdom of Great Britain and Ireland Kingdom of Prussia Sweden Russian Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_fdc3533be0fa,Fritz von Below,https://en.wikipedia.org/wiki/Fritz_von_Below,battle_60921,Battle of the Somme,Battle of the Somme,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_fdc3533be0fa,Fritz von Below,https://en.wikipedia.org/wiki/Fritz_von_Below,battle_2791272,Second Battle of the Aisne,Second Battle of the Aisne,side_b,German Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_c1b4b701490c,Fukushima Masanori,https://en.wikipedia.org/wiki/Fukushima_Masanori,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_a,Forces of Hashiba Hideyoshi,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_172afb0cb776,Fyodor Tolbukhin,https://en.wikipedia.org/wiki/Fyodor_Tolbukhin,battle_56208722,Operation Konrad III,Operation Konrad III,side_b,Soviet Union,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_677efdd9158a,Fyodor Ushakov,https://en.wikipedia.org/wiki/Fyodor_Ushakov,battle_1082877,Battle of Cape Kaliakra,Battle of Cape Kaliakra,side_a,Russian Empire,unknown,victory,Russian victory End of the Russo-Turkish War (1787–1792) Treaty of Jassy signed afterwards,victory,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory End of the Russo-Turkish War (1787–1792) Treaty of Jassy signed afterwards,top200_full_audit_auto
acmd_37091a6f2571,Gamō Ujisato,https://en.wikipedia.org/wiki/Gam%C5%8D_Ujisato,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_a,Forces of Hashiba Hideyoshi,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_5dc83e45427f,Georg Andreas von Rosen,https://en.wikipedia.org/wiki/Georg_Andreas_von_Rosen,battle_404204,November Uprising,November Uprising,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,Russian victory Polish autonomy decreased,victory,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased,full_population_auto
acmd_dbedbc1f95b2,Georg-Hans Reinhardt,https://en.wikipedia.org/wiki/Georg-Hans_Reinhardt,battle_15981011,Polotsk offensive,Polotsk offensive,side_a,Nazi Germany,unknown,defeat,Soviet Victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet Victory,full_population_auto
acmd_dbedbc1f95b2,Georg-Hans Reinhardt,https://en.wikipedia.org/wiki/Georg-Hans_Reinhardt,battle_16615948,Šiauliai offensive,Šiauliai offensive,side_a,Nazi Germany,unknown,defeat,Soviet victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory,full_population_auto
acmd_3b6bc5ac7208,George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_3974440,Battle of Buckland Mills,Battle of Buckland Mills,side_a,USA United States (Union),unknown,defeat,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory,full_population_auto
acmd_3b6bc5ac7208,George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_21375211,Battle of Honsinger Bluff,Battle of Honsinger Bluff,side_b,United States,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_3b6bc5ac7208,George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_2081660,Battle of Namozine Church,Battle of Namozine Church,side_a,United States,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_c239cf1b124d,George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_6301578,Battle of Amelia Springs,Battle of Amelia Springs,side_a,USA United States (Union),unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,top200_full_audit_auto
acmd_c239cf1b124d,George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_29467615,Battle of Infernal Caverns,Battle of Infernal Caverns,side_a,United States Warm Springs Shoshone,unknown,victory,U.S. victory,victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory,top200_full_audit_auto
acmd_c239cf1b124d,George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527376,Battle of Owyhee River,Battle of Owyhee River,side_a,United States,unknown,victory,U.S. victory,victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory,top200_full_audit_auto
acmd_c239cf1b124d,George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_31527964,Battle of Steen's Mountain,Battle of Steen's Mountain,side_a,United States,unknown,victory,U.S. victory,victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory,top200_full_audit_auto
acmd_c239cf1b124d,George Crook,https://en.wikipedia.org/wiki/George_Crook,battle_1529058,Second Battle of Kernstown,Second Battle of Kernstown,side_a,USA United States (Union),unknown,defeat,Confederate victory,victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory,top200_full_audit_auto
acmd_fbe5b221cce5,George Rooke,https://en.wikipedia.org/wiki/George_Rooke,battle_4794915,Battle of Málaga (1704),Battle of Málaga (1704),side_a,Kingdom of England Dutch Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_a3174bf1768e,Georgi Todorov,https://en.wikipedia.org/wiki/Georgi_Todorov_(general),battle_3042180,Battle of Kalimanci,Battle of Kalimanci,side_a,Kingdom of Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_a3174bf1768e,Georgi Todorov,https://en.wikipedia.org/wiki/Georgi_Todorov_(general),battle_41817006,Battle of Kosturino,Battle of Kosturino,side_a,Kingdom of Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_a3174bf1768e,Georgi Todorov,https://en.wikipedia.org/wiki/Georgi_Todorov_(general),battle_34644888,Battle of Krivolak,Battle of Krivolak,side_a,Kingdom of Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_a3174bf1768e,Georgi Todorov,https://en.wikipedia.org/wiki/Georgi_Todorov_(general),battle_7931568,Ovče Pole Offensive,Ovče Pole Offensive,side_a,Kingdom of Bulgaria,unknown,victory,Bulgarian victory,victory,Retained page result begins with `bulgarian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Bulgarian victory,full_population_auto
acmd_44036d145325,Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1397862,Battles of Rzhev,Battles of Rzhev,side_a,Soviet Union,unknown,indecisive,InconclusiveGerasimova 2016,unknown,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016,top200_full_audit_auto
acmd_44036d145325,Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_262120,Operation Uranus,Operation Uranus,side_a,USSR,unknown,victory,Soviet victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory,top200_full_audit_auto
acmd_44036d145325,Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,battle_1634994,Vistula–Oder offensive,Vistula–Oder offensive,side_b,USSR Soviet Union Poland Poland,unknown,victory,Soviet victory Liberation of Auschwitz and other Nazi concentration camps Disintegration of the General Government,victory,Retained page result begins with `soviet` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Soviet victory Liberation of Auschwitz and other Nazi concentration camps Disintegration of the General Government,top200_full_audit_auto
acmd_2f7f59ab7114,Gerd von Rundstedt,https://en.wikipedia.org/wiki/Gerd_von_Rundstedt,battle_1634174,Battle of Rostov (1941),Battle of Rostov (1941),side_b,Nazi Germany Kingdom of Romania Slovak Republic (1939–1945) Slovakia,unknown,defeat,Soviet victory,victory,Retained page result begins with `soviet` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Soviet victory,top200_full_audit_auto
acmd_359837fa6423,Giorgio Basta,https://en.wikipedia.org/wiki/Giorgio_Basta,battle_3871399,Long Turkish War,Long Turkish War,side_a,"Holy Roman Empire Holy Roman Empire Holy Roman Empire Habsburg monarchy Electorate of Saxony Saxony Mantua Mantua Duchy of Savoy Piedmont-Savoy Flag of the Grand Duchy of Tuscany (1562-1737).svg Grand Duchy of Tuscany Spanish Empire Southern Netherlands 22px Hungary Coat of Arms of Kingdom of Croatia.svg Croatia Transylvanian flag, 1601.svg Transylvania Wallachia Moldavia Spanish Empire Spain Flag of the Zaporizhian Sich.svg Zaporozhian Cossacks Sveti Sava.png Serbian hajduks Papal States 23px Duchy of Ferrara Polish-Lithuanian Commonwealth Polish-Lithuanian CommonwealthVárkonyi R. 2001 ---- Supported by: Safavid Flag.svg Safavid Iran (from 1603)Várkonyi R. 2001",unknown,indecisive,Inconclusive Peace of Zsitvatorok,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Peace of Zsitvatorok,full_population_auto
acmd_9f3f90b61c0d,Giáp Văn Cương,https://en.wikipedia.org/wiki/Gi%C3%A1p_V%C4%83n_C%C6%B0%C6%A1ng,battle_5631061,Operation Masher,Operation Masher,side_b,North Vietnam FNL Flag.svg Viet Cong,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_9f3f90b61c0d,Giáp Văn Cương,https://en.wikipedia.org/wiki/Gi%C3%A1p_V%C4%83n_C%C6%B0%C6%A1ng,battle_6782782,Operation Wheeler/Wallowa,Operation Wheeler/Wallowa,side_b,Vietnam North Vietnam,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_69ea88c00843,Gotthard Heinrici,https://en.wikipedia.org/wiki/Gotthard_Heinrici,battle_1205652,Battle of the Dukla Pass,Battle of the Dukla Pass,side_a,Nazi Germany Kingdom of Hungary (1920–46) Hungary,unknown,indecisive,Inconclusive Soviet failure to join Slovak rebel troops Eventual Axis withdrawal from the area,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Soviet failure to join Slovak rebel troops Eventual Axis withdrawal from the area,full_population_auto
acmd_e05038b5b56b,Grand Duke Konstantin Pavlovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Konstantin_Pavlovich_of_Russia,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_7520bef9bd28,Gunichi Mikawa,https://en.wikipedia.org/wiki/Gunichi_Mikawa,battle_2070801,Operation Ke,Operation Ke,side_b,Empire of Japan,unknown,victory,Japanese operational success,unknown,Retained page result begins with `japanese` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Japanese operational success,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_73351209,Battle of Anandpur (1682),Battle of Anandpur (1682),side_a,30px Akal Sena (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_73545530,Battle of Anandpur (1685),Battle of Anandpur (1685),side_a,30px Akal Sena (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_14640828,Battle of Anandpur (1700),Battle of Anandpur (1700),side_a,30px Khalsa (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_47332086,Battle of Basoli,Battle of Basoli,side_a,30px Khalsa (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_14511154,Battle of Bhangani,Battle of Bhangani,side_a,30px Akal Sena (Sikhs) Pir Budhu Shah's disciples Udasis,unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_57529591,Battle of Guler (1696),Battle of Guler (1696),side_a,30px Akal Sena (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_23498420,Battle of Muktsar,Battle of Muktsar,side_b,25px Khalsa (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_8d5eefbeaa73,Guru Gobind Singh,https://en.wikipedia.org/wiki/Guru_Gobind_Singh,battle_73317228,Battle of Taragarh,Battle of Taragarh,side_a,30px Khalsa (Sikhs),unknown,victory,Sikh victory,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory,full_population_auto
acmd_cb14270ca71b,Günther von Kluge,https://en.wikipedia.org/wiki/G%C3%BCnther_von_Kluge,battle_1397862,Battles of Rzhev,Battles of Rzhev,side_b,Nazi Germany,unknown,indecisive,InconclusiveGerasimova 2016,unknown,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveGerasimova 2016,full_population_auto
acmd_9e08d24fa4de,Hadım Sinan Pasha,https://en.wikipedia.org/wiki/Had%C4%B1m_Sinan_Pasha,battle_7364983,Battle of Ridaniya,Battle of Ridaniya,side_a,Ottoman Empire Ottoman Empire,unknown,victory,Ottoman victory Collapse of the Mamluk Sultanate,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Collapse of the Mamluk Sultanate,full_population_auto
acmd_9e08d24fa4de,Hadım Sinan Pasha,https://en.wikipedia.org/wiki/Had%C4%B1m_Sinan_Pasha,battle_46306254,Battle of Turnadağ,Battle of Turnadağ,side_a,25px|border Ottoman Empire,unknown,victory,Ottoman victory Annexation of the Beylik of Dulkadir,victory,Retained page result begins with `ottoman` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Ottoman victory Annexation of the Beylik of Dulkadir,full_population_auto
acmd_d024de59c33e,Halil Kut,https://en.wikipedia.org/wiki/Halil_Kut,battle_2468341,Battle of Ctesiphon (1915),Battle of Ctesiphon (1915),side_b,Flag of the Ottoman Empire (1844–1922).svg Ottoman Empire,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8433338,Battle of Ager Falernus,Battle of Ager Falernus,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3158003,Battle of Capua (212 BC),Battle of Capua (212 BC),side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_9046912,Battle of Geronium,Battle of Geronium,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3154852,Battle of Herdonia (210 BC),Battle of Herdonia (210 BC),side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3151909,Battle of Herdonia (212 BC),Battle of Herdonia (212 BC),side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_349626,Battle of Lake Trasimene,Battle of Lake Trasimene,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_57689505,Battle of Petelia,Battle of Petelia,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8016197,Battle of Tarentum (212 BC),Battle of Tarentum (212 BC),side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_1294942,Battle of Ticinus,Battle of Ticinus,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_12962824,Battle of the Rhône Crossing,Battle of the Rhône Crossing,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3158056,Battle of the Silarus,Battle of the Silarus,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_238811,Battle of the Trebia,Battle of the Trebia,side_b,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3122638,Battles of Kroton,Battles of Kroton,side_a,Carthage,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_ed6b2e7bab39,Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_8450227,Siege of Utica,Siege of Utica,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_4f8137f2765a,Hans Karl von Diebitsch,https://en.wikipedia.org/wiki/Hans_Karl_von_Diebitsch,battle_404204,November Uprising,November Uprising,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,Russian victory Polish autonomy decreased,victory,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased,top200_full_audit_auto
acmd_9d88c7a9d3b0,Hari Singh Bhangi,https://en.wikipedia.org/wiki/Hari_Singh_Bhangi,battle_47267604,Battle of Kup,Battle of Kup,side_b,Sikh Confederacy,unknown,defeat,Afghan victory,victory,Retained page result begins with `afghan` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Afghan victory,full_population_auto
acmd_882696f48db2,Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,Sikh victory Capture of Peshawar by the sikhs,victory,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs,top200_full_audit_auto
acmd_dd7d2c6dcdbe,Harry S. Truman,https://en.wikipedia.org/wiki/Harry_S._Truman,battle_16772,Korean War,Korean War,side_a,First Republic of KoreaOn 9 July 1951 troop constituents were: US: 70.4%; ROK: 23.3%; other: 6.3%. United Nations United NationsUnited States ... see other countries,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
acmd_92eb8ef70ed0,Harukichi Hyakutake,https://en.wikipedia.org/wiki/Harukichi_Hyakutake,battle_2070801,Operation Ke,Operation Ke,side_b,Empire of Japan,unknown,victory,Japanese operational success,unknown,Retained page result begins with `japanese` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Japanese operational success,full_population_auto
acmd_afd97b258879,Hasdrubal Barca,https://en.wikipedia.org/wiki/Hasdrubal_Barca,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_aee8302eda12,Hasdrubal Gisco,https://en.wikipedia.org/wiki/Hasdrubal_Gisco,battle_3110207,Battle of the Upper Baetis,Battle of the Upper Baetis,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_aee8302eda12,Hasdrubal Gisco,https://en.wikipedia.org/wiki/Hasdrubal_Gisco,battle_8450227,Siege of Utica,Siege of Utica,side_a,Carthage,unknown,victory,Carthaginian victory,victory,Retained page result begins with `carthaginian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Carthaginian victory,full_population_auto
acmd_f763c8d64429,Hattori Hanzō,https://en.wikipedia.org/wiki/Hattori_Hanz%C5%8D,battle_13799795,Battle of Komaki and Nagakute,Battle of Komaki and Nagakute,side_b,Forces of Tokugawa Ieyasu and Oda Nobukatsu,unknown,indecisive,inconclusive Peace negotiations between Hideyoshi and Ieyasu.,unknown,Retained page result is explicitly inconclusive.,page_result_raw=inconclusive Peace negotiations between Hideyoshi and Ieyasu.,full_population_auto
acmd_6966c4c45122,Heinrich von Vietinghoff,https://en.wikipedia.org/wiki/Heinrich_von_Vietinghoff,battle_522777,Gothic Line,Gothic Line,side_b,Nazi Germany Italian Social Republic,unknown,indecisive,Inconclusive,unknown,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive,full_population_auto
