analytic_commander_id,commander_name,best_supported_model,headline_rank,median_rank,rank_interval_80,rank_interval_90,rank_p10,rank_p90,rank_band_width_80,rank_band_width_90,confidence_category,stability_category,tier,strict_eligibility,broad_page_contribution_share,known_outcome_count,bootstrap_presence_rate,recommended_interpretation
acmd_075298c6aeed,Bairam Khan,hierarchical_trust_v2,159,143.5,32-387,19-463,31.6,386.7,355.1,443.65,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c71eebe002ad,Rodolfo Graziani,hierarchical_trust_v2,160,280.5,108-561,84-626,107.9,561.1,453.2,541.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.060198,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_08e286345159,Valery Gerasimov,hierarchical_trust_v2,161,295.5,100-647,63-714,99.5,646.7,547.2,650.45,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.037535,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_83dec2151eaf,Basil II,hierarchical_trust_v2,162,137.0,36-440,29-567,35.9,439.6,403.7,538.3,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_22fb66cab5e7,Alauddin Khalji,hierarchical_trust_v2,163,134.0,25-460,16-672,24.8,459.9,435.1,656.2,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c8c85e9fde2d,Shapur I,hierarchical_trust_v2,164,143.5,52-367,42-475,52.0,366.6,314.6,432.8,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4f8137f2765a,Hans Karl von Diebitsch,hierarchical_trust_v2,165,209.5,55-620,44-818,55.0,619.8,564.8,773.8,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2ec882c76a3e,Nozu Michitsura,hierarchical_trust_v2,166,208.0,57-673,37-810,56.9,672.9,616.0,772.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.029269,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_48b3c6f83678,Xue Yue,hierarchical_trust_v2,167,235.5,124-388,99-453,123.8,388.1,264.3,353.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.110733,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b3185ee2fd63,Yakov Kulnev,hierarchical_trust_v2,168,171.5,41-465,28-604,40.8,465.3,424.5,575.9,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.025249,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_270c009fbe85,John Norris,hierarchical_trust_v2,169,103.0,38-221,28-322,37.7,221.2,183.5,294.35,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,13,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f84ebc2d7c28,Uesugi Kagekatsu,hierarchical_trust_v2,170,224.0,65-469,43-583,65.0,469.0,404.0,540.1,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.031088,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4484c9e6f238,Kuroda Yoshitaka,hierarchical_trust_v2,171,276.0,115-645,83-794,114.7,645.4,530.7,710.85,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_edb3bda06f61,Emperor Taizong of Tang,hierarchical_trust_v2,172,223.5,55-593,42-773,55.0,593.1,538.1,731.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.086514,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c7e5e7782ad1,Pyotr Bagration,hierarchical_trust_v2,173,185.0,115-259,90-268,114.8,259.1,144.3,178.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.025085,24,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_97d6fe912357,Qasem Soleimani,hierarchical_trust_v2,174,377.0,148-721,106-813,147.9,721.1,573.2,707.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.446104,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fb2128f7d17a,Abdul Rashid Dostum,hierarchical_trust_v2,175,328.0,113-744,75-820,112.9,744.3,631.4,744.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.328284,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9e98c779580b,Nathan Bedford Forrest,hierarchical_trust_v2,176,162.5,101-314,89-369,101.0,314.1,213.1,280.0,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,12,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2d12842a46d1,Abdulaziz Ibn Saud,hierarchical_trust_v2,177,276.0,124-603,101-706,123.6,602.9,479.3,604.65,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4511a92baa3,Friedrich Wilhelm Freiherr von Bülow,hierarchical_trust_v2,178,203.5,77-468,66-551,77.0,468.0,391.0,485.4,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.020589,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c5eabdc2f47c,Matthew Ridgway,hierarchical_trust_v2,179,275.5,95-653,74-737,94.9,653.1,558.2,663.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.170962,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_908f103551ad,Henri Gouraud,hierarchical_trust_v2,180,302.5,121-638,106-766,120.8,638.0,517.2,659.55,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.18481,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6a6618f975fe,Gebhard Leberecht von Blücher,hierarchical_trust_v2,181,168.0,79-262,58-306,78.9,262.1,183.2,248.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.017181,17,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_de73e1aca036,Jerzy Sebastian Lubomirski,hierarchical_trust_v2,182,125.5,35-548,27-670,34.9,547.5,512.6,643.7,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_417edae47af2,Ras Alula,hierarchical_trust_v2,183,194.0,45-589,34-728,44.9,589.0,544.1,694.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.083253,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_db122e03fe49,Toyotomi Hideyoshi,hierarchical_trust_v2,184,241.0,133-480,103-542,132.8,480.1,347.3,439.45,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.034681,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e6bbbc6f64c7,"Nizam-ul-Mulk, Asaf Jah I",hierarchical_trust_v2,185,170.0,45-574,30-803,44.9,573.8,528.9,773.1,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4931ba4c414b,Mikołaj Potocki,hierarchical_trust_v2,186,202.5,73-535,43-658,72.8,534.9,462.1,614.7,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4710d6848864,Yasuji Okamura,hierarchical_trust_v2,187,231.0,87-553,62-666,87.0,553.2,466.2,603.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.144449,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ae7f67464a94,Chiang Kai-shek,hierarchical_trust_v2,188,320.5,236-464,219-520,235.8,464.4,228.6,301.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.299267,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_db25c624f2c4,Ngô Quang Trưởng,hierarchical_trust_v2,189,318.0,129-632,100-750,129.0,631.7,502.7,650.45,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.121442,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_748807c2a3ef,Li Zongren,hierarchical_trust_v2,190,185.5,93-353,80-451,92.8,352.8,260.0,370.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.26453,12,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5386326f6bd7,"Johann Tserclaes, Count of Tilly",hierarchical_trust_v2,191,274.5,125-575,104-659,124.8,574.7,449.9,555.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6286f2c7b756,Radko Dimitriev,hierarchical_trust_v2,192,323.0,156-617,108-711,156.0,617.4,461.4,603.05,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.012783,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_52ad45bc1e43,Nikolai Yudenich,hierarchical_trust_v2,193,296.0,134-569,95-733,134.4,569.1,434.7,638.35,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.041931,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ed754e5e4fb9,P. G. T. Beauregard,hierarchical_trust_v2,194,202.5,137-319,114-393,136.9,319.0,182.1,279.2,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8f2f439c1651,Abu Mohammad al-Julani,hierarchical_trust_v2,195,334.5,154-611,128-672,154.0,610.7,456.7,544.1,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,1.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_33aa25cc2331,Karađorđe Petrović,hierarchical_trust_v2,196,206.0,110-426,97-516,109.9,426.4,316.5,419.45,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_af5d21204038,Paul von Lettow-Vorbeck,hierarchical_trust_v2,197,169.0,66-420,50-480,65.9,420.2,354.3,430.0,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_19cb49ade6d8,Niels Juel,hierarchical_trust_v2,198,239.0,83-533,64-666,82.9,533.3,450.4,602.35,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.005795,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_45cd95fcb06a,Mark W. Clark,hierarchical_trust_v2,199,368.0,160-672,124-796,159.9,672.0,512.1,671.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e012d1e4562d,George Washington,hierarchical_trust_v2,200,188.0,108-285,84-333,107.9,284.9,177.0,249.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.044286,17,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ddc5d0a649e9,Mahmud of Ghazni,hierarchical_trust_v2,201,318.5,145-656,123-751,145.4,655.8,510.4,627.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.104478,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a7774742b0eb,William Halsey Jr.,hierarchical_trust_v2,202,255.0,108-495,86-571,107.7,494.7,387.0,485.55,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.445862,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4741e266a92e,François de Créquy,hierarchical_trust_v2,203,250.0,90-679,61-768,89.6,679.4,589.8,707.2,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5136780971c9,Ishikawa Kazumasa,hierarchical_trust_v2,204,232.5,72-590,54-712,71.7,589.9,518.2,658.0,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_89117464e78a,William I of the Netherlands,hierarchical_trust_v2,205,216.5,102-483,87-602,102.0,483.2,381.2,515.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0133,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4dd61409a511,Heraclius,hierarchical_trust_v2,206,138.5,45-289,30-410,44.9,289.1,244.2,379.85,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,12,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ec14bee964e2,Philips van Almonde,hierarchical_trust_v2,207,247.0,72-619,46-720,72.5,619.0,546.5,674.15,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_94706e5c910b,Wolfram von Richthofen,hierarchical_trust_v2,208,291.5,106-684,71-787,105.7,684.5,578.8,716.4,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7b348735a114,Suharto,hierarchical_trust_v2,209,443.5,141-841,123-894,140.9,841.4,700.5,771.15,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.300236,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e826c1eb991c,Julian,hierarchical_trust_v2,210,157.0,61-393,51-448,60.8,393.4,332.6,397.45,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_aa6a00666ba9,Giovanni Messe,hierarchical_trust_v2,211,347.5,134-726,114-811,133.6,726.5,592.9,696.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.306633,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1a9d3533c14a,Jean Reynier,hierarchical_trust_v2,212,139.5,57-255,43-291,57.0,255.1,198.1,247.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a524bfaa90ea,"Jean-Baptiste Drouet, Comte d'Erlon",hierarchical_trust_v2,213,331.0,93-780,61-895,93.0,780.4,687.4,833.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.069091,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f51da86004c8,Sterling Price,hierarchical_trust_v2,214,321.5,135-660,113-781,134.9,660.2,525.3,668.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d2394aa5e445,Rama Raya,hierarchical_trust_v2,215,270.0,89-632,66-781,88.8,632.0,543.2,715.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.065421,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9e873c5e9b92,Hulusi Akar,hierarchical_trust_v2,216,332.0,145-625,117-687,144.8,625.1,480.3,570.3,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",staff_or_planning_only,1.0,5,1.0,Exclude from headline ranking pending role evidence; confidence interval is diagnostic only.
acmd_1da7701a9822,Lê Trọng Tấn,hierarchical_trust_v2,217,337.5,161-663,118-741,160.7,662.9,502.2,623.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.129691,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_31a668638c32,Charles I of England,hierarchical_trust_v2,218,385.0,205-631,188-752,205.0,631.1,426.1,564.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.061584,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_322f5f25bf1f,Tōdō Takatora,hierarchical_trust_v2,219,216.0,71-486,51-637,70.9,486.0,415.1,586.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f139eafb6ef9,Qutb ud-Din Aibak,hierarchical_trust_v2,220,219.0,83-700,59-804,82.9,700.2,617.3,745.5,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_65a73d9853f9,Arthur Currie,hierarchical_trust_v2,221,201.0,97-458,82-573,97.0,457.5,360.5,490.8,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a19d8429be97,Henry V of England,hierarchical_trust_v2,222,247.0,105-708,87-850,105.0,708.4,603.4,762.5,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.058099,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a83a12622dc7,Cornelis Tromp,hierarchical_trust_v2,223,241.5,78-604,65-829,77.9,604.5,526.6,764.65,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.005681,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7433bf1fe6eb,Carl Gustav Rehnskiöld,hierarchical_trust_v2,224,289.0,106-610,88-732,106.0,610.4,504.4,643.8,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.027426,7,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_956599c6e40d,John Monash,hierarchical_trust_v2,225,187.5,77-437,61-571,76.9,437.3,360.4,510.2,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e7d15992f668,Saddam Hussein,hierarchical_trust_v2,226,441.5,316-575,274-626,316.0,575.0,259.0,351.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.117487,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b1865ae97a71,Sakakibara Yasumasa,hierarchical_trust_v2,227,293.0,123-617,93-779,122.8,616.8,494.0,686.2,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.054861,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_451a87941ecf,Jean-Baptiste Kléber,hierarchical_trust_v2,228,205.0,105-349,78-380,104.6,349.0,244.4,302.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.011081,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_20f3fc1da7f6,Philippe Pétain,hierarchical_trust_v2,229,313.0,126-617,91-743,125.7,617.2,491.5,652.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.162764,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d6cca6c33ce6,"Emmanuel de Grouchy, marquis de Grouchy",hierarchical_trust_v2,230,231.0,57-631,43-826,57.0,631.2,574.2,783.1,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c2a9ed8b6657,Dominique Vandamme,hierarchical_trust_v2,231,199.5,78-420,44-561,77.7,420.2,342.5,517.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.015862,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2fafacf373d3,Charat Singh,hierarchical_trust_v2,232,273.5,107-609,85-717,106.9,609.2,502.3,632.05,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a81c0b2f166a,Jean-Baptiste Jourdan,hierarchical_trust_v2,233,198.0,105-295,73-340,105.0,295.1,190.1,267.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.007164,16,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_71c8d9f3049e,Juan Yagüe,hierarchical_trust_v2,234,285.5,143-641,112-753,142.9,640.6,497.7,640.6,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.034513,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b96232782a02,"Leopold I, Prince of Anhalt-Dessau",hierarchical_trust_v2,235,292.0,124-652,70-829,124.0,651.7,527.7,758.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.05978,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6a1a3e4d83f9,Pyotr Rumyantsev,hierarchical_trust_v2,236,271.5,83-708,63-897,83.0,708.1,625.1,833.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.09631,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_dd548f765d0c,William III of England,hierarchical_trust_v2,237,300.0,173-493,127-537,172.9,493.2,320.3,410.55,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.024323,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_692a59891052,Alasdair Mac Colla,hierarchical_trust_v2,238,323.0,125-713,114-773,124.9,713.2,588.3,659.5,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_99f8c72f2c47,Józef Poniatowski,hierarchical_trust_v2,239,268.5,154-472,131-523,154.0,472.5,318.5,392.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.031382,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d78906672e99,Selim I,hierarchical_trust_v2,240,265.5,80-648,56-794,80.5,647.8,567.3,738.25,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_80dd6d7411ac,Tipu Sultan,hierarchical_trust_v2,241,340.0,206-482,176-525,205.6,482.3,276.7,349.6,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.03838,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f056fa3573e9,Stanisław Rewera Potocki,hierarchical_trust_v2,242,191.0,85-331,69-376,85.0,331.4,246.4,307.05,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_da28aa153880,Ivan Chernyakhovsky,hierarchical_trust_v2,243,218.5,76-562,67-636,76.0,561.8,485.8,569.1,very_wide,model_sensitive,Unclassified,eligible_operational_commander,0.808213,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_565395523d87,Muammar Gaddafi,hierarchical_trust_v2,244,400.5,212-593,181-624,211.9,592.6,380.7,443.7,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.104478,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e2706a9115a1,Abbas the Great,hierarchical_trust_v2,245,276.5,81-751,59-820,80.9,750.9,670.0,761.45,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e7f9b1b768cb,Maximilian von Weichs,hierarchical_trust_v2,246,338.5,178-586,146-711,177.7,586.1,408.4,564.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.26723,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_41b508a2441e,Jean de Lattre de Tassigny,hierarchical_trust_v2,247,386.0,123-835,94-879,123.0,835.0,712.0,784.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.330873,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d6d5936b12b4,Constantine I of Greece,hierarchical_trust_v2,248,421.0,170-814,133-886,170.0,813.8,643.8,752.7,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.020914,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8488ec718605,Mizuno Katsushige,hierarchical_trust_v2,249,258.5,81-607,68-736,80.8,607.1,526.3,668.1,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4d54b2db256,Bohemond I of Antioch,hierarchical_trust_v2,250,240.0,114-475,87-533,114.1,475.3,361.2,446.5,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_492f2027da9b,Gaius Marius,hierarchical_trust_v2,251,291.0,119-618,95-742,118.9,618.2,499.3,646.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.05514,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cb14270ca71b,Günther von Kluge,hierarchical_trust_v2,252,268.0,160-411,148-471,159.8,411.3,251.5,323.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.428388,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",hierarchical_trust_v2,253,238.5,187-308,172-319,186.9,308.1,121.2,147.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.066112,38,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_63a19c897e4a,Sakai Tadatsugu,hierarchical_trust_v2,254,292.5,120-636,104-746,119.8,635.8,516.0,641.7,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5628342e133c,Étienne Macdonald,hierarchical_trust_v2,255,205.5,134-276,106-314,133.9,276.5,142.6,208.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.008151,19,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6eca027fc13b,Joseph Wheeler,hierarchical_trust_v2,256,276.5,120-666,94-762,120.0,666.1,546.1,668.55,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
