analytic_commander_id,commander_name,best_supported_model,headline_rank,median_rank,rank_interval_80,rank_interval_90,rank_p10,rank_p90,rank_band_width_80,rank_band_width_90,confidence_category,stability_category,tier,strict_eligibility,broad_page_contribution_share,known_outcome_count,bootstrap_presence_rate,recommended_interpretation
acmd_565395523d87,Muammar Gaddafi,hierarchical_trust_v2,244,217.0,102-384,71-428,101.5,384.1,282.6,357.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.104478,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e2706a9115a1,Abbas the Great,hierarchical_trust_v2,245,287.5,134-677,99-733,133.7,677.2,543.5,634.3,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e7f9b1b768cb,Maximilian von Weichs,hierarchical_trust_v2,246,292.5,145-501,116-630,145.0,500.6,355.6,514.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.26723,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_41b508a2441e,Jean de Lattre de Tassigny,hierarchical_trust_v2,247,339.0,110-705,64-810,110.0,704.6,594.6,746.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.330873,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d6d5936b12b4,Constantine I of Greece,hierarchical_trust_v2,248,304.5,95-658,76-813,94.7,657.6,562.9,736.8,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.020914,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8488ec718605,Mizuno Katsushige,hierarchical_trust_v2,249,309.5,109-584,87-654,108.9,583.9,475.0,567.1,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4d54b2db256,Bohemond I of Antioch,hierarchical_trust_v2,250,273.0,142-480,109-553,141.6,480.0,338.4,444.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_492f2027da9b,Gaius Marius,hierarchical_trust_v2,251,302.0,111-643,89-728,110.8,643.1,532.3,638.85,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.05514,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cb14270ca71b,Günther von Kluge,hierarchical_trust_v2,252,253.5,159-373,139-427,159.0,373.2,214.2,287.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.428388,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_907be53efcf4,"Rupprecht, Crown Prince of Bavaria",hierarchical_trust_v2,253,255.0,194-319,174-333,193.9,319.0,125.1,159.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.066112,38,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_63a19c897e4a,Sakai Tadatsugu,hierarchical_trust_v2,254,269.0,129-630,115-726,128.9,630.1,501.2,611.05,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5628342e133c,Étienne Macdonald,hierarchical_trust_v2,255,254.0,173-350,146-380,173.0,350.2,177.2,234.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.008151,19,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6eca027fc13b,Joseph Wheeler,hierarchical_trust_v2,256,302.0,135-629,112-694,134.6,629.2,494.6,582.4,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d1b8d9c423f1,Hermann Hoth,hierarchical_trust_v2,257,321.5,181-480,151-625,180.8,480.1,299.3,474.2,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.085608,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d03bf55f76a6,Henry Maitland Wilson,hierarchical_trust_v2,258,315.5,131-706,101-805,131.0,706.5,575.5,704.3,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.167474,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bf7172420bae,John Gorham,hierarchical_trust_v2,259,267.0,69-578,42-700,68.8,578.2,509.4,658.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.039336,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ba954a218a25,Velupillai Prabhakaran,hierarchical_trust_v2,260,265.0,160-420,131-480,160.5,420.1,259.6,349.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3dd06f44a6e4,Nicolas Oudinot,hierarchical_trust_v2,261,259.0,158-361,147-385,157.8,361.1,203.3,238.4,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.009448,19,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_84ea3ca2f453,Max Hoffmann,hierarchical_trust_v2,262,320.5,127-686,105-822,126.9,685.9,559.0,716.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.345034,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ec7b14bd3bc1,Émile Fayolle,hierarchical_trust_v2,263,319.0,189-661,166-737,189.0,661.4,472.4,571.45,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2cef56b0c4d7,Võ Nguyên Giáp,hierarchical_trust_v2,264,258.0,146-406,116-459,145.7,406.1,260.4,343.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.31962,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_76e339707669,Sepp Dietrich,hierarchical_trust_v2,265,339.0,135-718,99-884,134.9,718.4,583.5,784.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.242683,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0ad906d64a86,Boris Yeltsin,hierarchical_trust_v2,266,305.0,128-592,98-696,127.8,591.7,463.9,597.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.042958,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_025093dec08b,Jugurtha,hierarchical_trust_v2,267,291.0,86-649,61-747,85.9,648.6,562.7,685.75,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.092532,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b658c0e1a212,Ariel Sharon,hierarchical_trust_v2,268,333.5,121-540,79-591,120.7,540.4,419.7,511.8,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,0.434312,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4fccfe75791b,"Charles V, Duke of Lorraine",hierarchical_trust_v2,269,285.0,144-520,96-619,143.8,519.9,376.1,523.45,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.02103,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0a8ab4d7fc0e,Oda Nobunaga,hierarchical_trust_v2,270,320.0,144-677,124-764,143.9,676.8,532.9,639.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_26da5f8ce7fd,Oscar Griswold,hierarchical_trust_v2,271,342.0,113-781,91-878,113.0,781.4,668.4,787.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.062239,6,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a5ed4da49974,Kâzım Karabekir,hierarchical_trust_v2,272,317.5,113-704,90-809,112.6,704.2,591.6,718.85,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.06116,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_c73b7005842f,Al-Qa'qa' ibn Amr al-Tamimi,hierarchical_trust_v2,273,362.5,150-681,125-806,150.0,681.1,531.1,681.25,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e9ea1d16337e,Maximilian II Emanuel,hierarchical_trust_v2,274,306.0,143-570,103-633,142.7,569.6,426.9,529.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ee9b8b5e0155,Smedley Butler,hierarchical_trust_v2,275,301.0,122-745,98-868,121.6,744.8,623.2,769.8,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,6,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f4a04bc4f4f6,Gustav Horn,hierarchical_trust_v2,276,326.5,144-633,96-695,143.9,633.0,489.1,598.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ce4242998203,Prince Josias of Saxe-Coburg-Saalfeld,hierarchical_trust_v2,277,287.5,178-476,149-546,178.4,476.4,298.0,397.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,12,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_545abf3fc238,Michael Andreas Barclay de Tolly,hierarchical_trust_v2,278,257.0,154-367,132-423,153.9,367.4,213.5,291.55,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.063684,13,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9df58590694b,Marc Mitscher,hierarchical_trust_v2,279,314.0,115-784,87-873,115.4,784.0,668.6,786.2,very_wide,model_sensitive,Unclassified,eligible_operational_commander,0.747098,7,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7f9209730cd0,Andrew Jackson,hierarchical_trust_v2,280,336.0,142-764,122-849,142.0,764.2,622.2,727.25,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.041216,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ee3942e9ac6f,Adna Chaffee,hierarchical_trust_v2,281,295.0,94-600,73-639,94.4,600.2,505.8,566.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.037732,5,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ae8ad3ae9210,John J. Pershing,hierarchical_trust_v2,282,394.0,149-803,116-904,148.6,803.2,654.6,788.3,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.123159,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_66007ec8e0b7,Murari Rao,hierarchical_trust_v2,283,319.0,115-689,69-829,115.1,688.9,573.8,760.4,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a7b9c5d67a5b,Nikolaus von Falkenhorst,hierarchical_trust_v2,284,369.5,160-788,119-935,159.8,788.4,628.6,816.2,very_wide,model_sensitive,Unclassified,ambiguous_requires_review,0.478261,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_52b260aad01c,Carlos Coloma,hierarchical_trust_v2,285,357.0,92-675,75-714,91.9,675.0,583.1,639.45,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_94977b3dbcce,Shamil Basayev,hierarchical_trust_v2,286,313.5,150-609,122-755,149.9,608.8,458.9,633.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.032715,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_48dab2ccd752,Francis Drake,hierarchical_trust_v2,287,311.0,182-566,147-662,182.5,565.8,383.3,515.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_8f3a27925fad,Antigonus II Gonatas,hierarchical_trust_v2,288,340.0,112-680,59-795,112.5,680.3,567.8,736.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.170142,3,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_38fc1ae83404,Ali İhsan Sâbis,hierarchical_trust_v2,289,382.0,163-737,130-828,162.6,736.8,574.2,697.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.137028,6,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_ea18bd174ac8,Paul Ludwig Ewald von Kleist,hierarchical_trust_v2,290,287.0,183-422,162-462,183.3,422.1,238.8,300.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.458727,13,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0d7a05b4aa85,Kurt Christoph Graf von Schwerin,hierarchical_trust_v2,291,330.5,98-732,80-818,97.8,732.1,634.3,737.9,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",eligible_field_commander,0.293047,6,0.99,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3fabde00792e,Lê Duẩn,hierarchical_trust_v2,292,343.0,186-628,144-696,185.9,628.0,442.1,552.45,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",political_or_nominal_only,1.0,4,1.0,Exclude from headline ranking pending role evidence; confidence interval is diagnostic only.
acmd_0af142e28fe0,Harry Chauvel,hierarchical_trust_v2,293,305.5,201-464,188-514,200.8,463.9,263.1,325.85,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e1e17312f0b6,Alexander Danilovich Menshikov,hierarchical_trust_v2,294,327.5,164-616,126-723,163.9,616.1,452.2,597.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.013581,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_42dffd31a31c,Umar ibn al-Khattab,hierarchical_trust_v2,295,325.0,127-700,98-807,126.8,700.4,573.6,709.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.068083,7,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_940e0bba1413,Banastre Tarleton,hierarchical_trust_v2,296,345.0,191-566,180-650,190.9,566.3,375.4,469.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6d43b9fe68ae,David Petraeus,hierarchical_trust_v2,297,359.0,124-729,97-881,124.0,729.2,605.2,784.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.263965,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_80f7636b3e8b,Thomas C. Kinkaid,hierarchical_trust_v2,298,338.0,112-733,86-849,111.7,733.1,621.4,763.25,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.087963,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f5d1bba49f8a,Al-Muthanna ibn Haritha,hierarchical_trust_v2,299,310.5,147-741,140-867,146.9,740.6,593.7,727.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_b843c9060a65,Robert E. Lee,hierarchical_trust_v2,300,322.0,210-514,176-577,210.2,514.1,303.9,400.95,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,15,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2d85610c0fbd,Louis-François de Boufflers,hierarchical_trust_v2,301,323.0,118-548,84-638,118.0,548.1,430.1,553.6,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_dab7c12ffcfd,James Somerville,hierarchical_trust_v2,302,351.5,173-659,140-705,172.7,659.3,486.6,565.05,very_wide,model_sensitive,Unclassified,ambiguous_requires_review,0.699001,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_66d0ffa55117,Boris Sheremetev,hierarchical_trust_v2,303,372.5,172-618,116-718,172.3,617.7,445.4,602.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.011415,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_a36817556cfb,Józef Piłsudski,hierarchical_trust_v2,304,351.0,131-802,104-884,131.3,802.0,670.7,780.15,very_wide,model_sensitive,"Tier E, historically important but scoring-sensitive",ambiguous_requires_review,0.459566,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_e862e10c7f4b,Géraud Duroc,hierarchical_trust_v2,305,331.5,143-744,102-784,142.9,744.2,601.3,682.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_6e754d4d021f,Richmond K. Turner,hierarchical_trust_v2,306,344.5,170-683,147-784,170.0,683.1,513.1,637.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_00a1961038da,Henri de la Rochejaquelein,hierarchical_trust_v2,307,345.0,185-716,158-814,185.1,716.3,531.2,655.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.028914,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0f7ab060cb47,Erich von Falkenhayn,hierarchical_trust_v2,308,309.0,226-446,198-487,225.9,446.2,220.3,289.25,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.086375,13,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_4d67bf69c583,Prince Georg Friedrich of Waldeck,hierarchical_trust_v2,309,326.0,200-550,180-622,199.9,550.0,350.1,442.8,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,10,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d22e899981e0,Levin August von Bennigsen,hierarchical_trust_v2,310,297.0,196-412,153-472,196.0,412.5,216.5,319.1,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.026571,16,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5f4bc03b1ef9,Semyon Budyonny,hierarchical_trust_v2,311,342.0,234-493,214-554,234.0,493.3,259.3,340.15,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.252397,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f48ec5fca4aa,Hisaichi Terauchi,hierarchical_trust_v2,312,386.5,144-804,115-901,143.9,803.5,659.6,786.0,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.284778,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fbc576a2a4b1,Agha Petros,hierarchical_trust_v2,313,354.5,160-758,130-794,159.6,758.3,598.7,664.55,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_9f06f178273f,Paul von Hindenburg,hierarchical_trust_v2,314,309.0,222-440,194-475,221.9,440.0,218.1,281.55,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.123663,14,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_d9469b4e7a69,Frederick William III of Prussia,hierarchical_trust_v2,315,360.5,187-680,139-731,186.7,680.3,493.6,591.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.059917,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_737dc9f285ed,Louis XII,hierarchical_trust_v2,316,396.5,135-724,100-788,135.4,724.0,588.6,687.55,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_70a7600b9014,Joan of Arc,hierarchical_trust_v2,317,355.0,204-713,176-762,203.5,712.7,509.2,585.9,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7ae9fa70495e,Shapur II,hierarchical_trust_v2,318,329.0,161-617,117-704,161.0,617.2,456.2,587.6,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0f348c5a30d9,Étienne Maurice Gérard,hierarchical_trust_v2,319,375.0,133-755,103-848,132.6,755.0,622.4,744.85,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_44bea7a7b61f,Aurelian,hierarchical_trust_v2,320,363.0,168-698,147-774,168.0,697.6,529.6,627.5,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,9,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_0db9897622bf,Faisal bin Hussein,hierarchical_trust_v2,321,374.0,170-687,139-753,170.4,687.0,516.6,614.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.075659,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bbd70af8b691,"Henry de Nassau, Lord Overkirk",hierarchical_trust_v2,322,404.0,152-736,108-862,151.8,736.2,584.4,754.3,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_220385ca9722,Leopold Joseph von Daun,hierarchical_trust_v2,323,333.5,197-584,153-634,196.9,584.2,387.3,480.9,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.020555,11,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2c2f7f6f9b6a,Władysław Anders,hierarchical_trust_v2,324,395.5,155-717,133-797,155.0,716.8,561.8,664.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.106343,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_677efdd9158a,Fyodor Ushakov,hierarchical_trust_v2,325,360.0,102-718,84-787,102.2,718.4,616.2,702.6,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,5,0.985,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7ec2404452f1,Ukita Hideie,hierarchical_trust_v2,326,396.0,222-687,177-785,221.6,686.9,465.3,608.3,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.054568,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_5afca701c058,Alexios I Komnenos,hierarchical_trust_v2,327,408.5,114-696,89-775,113.9,695.8,581.9,686.2,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.0,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_7517799969f7,Wei Lihuang,hierarchical_trust_v2,328,412.5,214-744,180-884,213.6,744.3,530.7,704.35,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.109591,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_73c19b35a1d2,Cornplanter,hierarchical_trust_v2,329,399.0,152-736,125-828,152.0,736.3,584.3,703.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.003735,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1913cb809197,John II Casimir Vasa,hierarchical_trust_v2,330,381.5,197-647,148-696,196.6,646.8,450.2,548.2,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fbb389d1c543,Joseph Bonaparte,hierarchical_trust_v2,331,395.0,184-755,148-817,183.7,755.3,571.6,669.45,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.054616,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_115425e9df1e,Köprülüzade Fazıl Ahmed Pasha,hierarchical_trust_v2,332,353.0,166-649,125-751,165.8,649.4,483.6,626.3,very_wide,moderately_stable,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,7,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_812d2f598094,Wilhelm List,hierarchical_trust_v2,333,412.5,166-764,118-848,166.3,763.5,597.2,730.3,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.124216,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_3f1d7a6c8454,Ikeda Tsuneoki,hierarchical_trust_v2,334,379.0,168-692,132-794,168.2,692.2,524.0,661.75,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_48ef1012f2b3,Muhammad Ali of Egypt,hierarchical_trust_v2,335,365.0,154-737,106-836,154.0,736.8,582.8,730.3,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.129898,3,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_cbc1d948abe9,José Enrique Varela,hierarchical_trust_v2,336,383.0,134-751,104-784,133.8,751.1,617.3,680.35,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.039893,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_1dd9ea8958c6,Batu Khan,hierarchical_trust_v2,337,377.0,153-789,141-848,153.0,789.4,636.4,707.1,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_siege_or_engineering_commander,0.0,5,0.995,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2ddf87f52268,Louis-Alexandre Berthier,hierarchical_trust_v2,338,401.5,156-751,104-958,155.9,751.4,595.5,854.25,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.058379,5,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_f444acfda535,Jubal Early,hierarchical_trust_v2,339,353.5,224-648,192-742,223.9,647.7,423.8,549.7,very_wide,model_sensitive,"Tier D, strong but narrow-category performer",eligible_field_commander,0.0,8,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_bacdcb56b57f,Nikolai Ruzsky,hierarchical_trust_v2,340,361.5,202-729,171-864,201.7,729.4,527.7,692.6,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.0,7,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_2454005fd668,Alexander Vandegrift,hierarchical_trust_v2,341,432.5,149-779,127-898,148.9,779.0,630.1,771.1,very_wide,moderately_stable,Unclassified,eligible_field_commander,0.05655,6,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
acmd_fe6875ab3f2a,Eumenes II,hierarchical_trust_v2,342,343.0,143-670,112-746,142.8,669.9,527.1,634.65,very_wide,model_sensitive,Unclassified,eligible_field_commander,0.189905,4,1.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.
