analytic_commander_id,commander_name,rank_hierarchical_trust_v2,flag,flagged,supporting_value,explanation
acmd_9532eb3afefd,Enver Pasha,26.0,high_rank_many_high_level_pages,false,0.064522,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_9532eb3afefd,Enver Pasha,26.0,high_rank_low_battle_only_score,false,84.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_9532eb3afefd,Enver Pasha,26.0,large_model_rank_variance,true,99.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_9532eb3afefd,Enver Pasha,26.0,coalition_credit_heavy,false,0.285714,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_9532eb3afefd,Enver Pasha,26.0,nominal_leader_risk,false,0.064522,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_9532eb3afefd,Enver Pasha,26.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_9532eb3afefd,Enver Pasha,26.0,siege_engineering_specialist,false,0.0,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_9532eb3afefd,Enver Pasha,26.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_9532eb3afefd,Enver Pasha,26.0,war_page_sensitive,false,0.064522,War/conflict-page contribution share is high enough to affect interpretation.
acmd_9532eb3afefd,Enver Pasha,26.0,low_evidence_quality,false,0.642857,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_9532eb3afefd,Enver Pasha,26.0,region_or_era_source_density_risk,false,9.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_9532eb3afefd,Enver Pasha,26.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_9532eb3afefd,Enver Pasha,26.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_9532eb3afefd,Enver Pasha,26.0,split_credit_sensitive,true,0.571429,Large share of rows involve multi-commander same-side credit splitting.
acmd_ac43c188bcf2,Baybars,27.0,high_rank_low_known_rows,false,9.0,Top-100 commander has 9 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_ac43c188bcf2,Baybars,27.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_ac43c188bcf2,Baybars,27.0,high_rank_low_battle_only_score,false,37.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_ac43c188bcf2,Baybars,27.0,large_model_rank_variance,false,39.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_ac43c188bcf2,Baybars,27.0,coalition_credit_heavy,false,0.0,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_ac43c188bcf2,Baybars,27.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_ac43c188bcf2,Baybars,27.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_ac43c188bcf2,Baybars,27.0,siege_engineering_specialist,true,0.4,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_ac43c188bcf2,Baybars,27.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_ac43c188bcf2,Baybars,27.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_ac43c188bcf2,Baybars,27.0,low_evidence_quality,false,0.9,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_ac43c188bcf2,Baybars,27.0,region_or_era_source_density_risk,true,9.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_ac43c188bcf2,Baybars,27.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_ac43c188bcf2,Baybars,27.0,outcome_override_sensitive,false,0.1,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_ac43c188bcf2,Baybars,27.0,split_credit_sensitive,false,0.3,Large share of rows involve multi-commander same-side credit splitting.
acmd_041804c2e06c,Peng Dehuai,28.0,high_rank_low_known_rows,false,8.0,Top-100 commander has 8 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_041804c2e06c,Peng Dehuai,28.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_041804c2e06c,Peng Dehuai,28.0,high_rank_low_battle_only_score,false,98.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_041804c2e06c,Peng Dehuai,28.0,large_model_rank_variance,true,102.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_041804c2e06c,Peng Dehuai,28.0,coalition_credit_heavy,false,0.076923,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_041804c2e06c,Peng Dehuai,28.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_041804c2e06c,Peng Dehuai,28.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_041804c2e06c,Peng Dehuai,28.0,siege_engineering_specialist,false,0.0,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_041804c2e06c,Peng Dehuai,28.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_041804c2e06c,Peng Dehuai,28.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_041804c2e06c,Peng Dehuai,28.0,low_evidence_quality,false,0.615385,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_041804c2e06c,Peng Dehuai,28.0,region_or_era_source_density_risk,false,8.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_041804c2e06c,Peng Dehuai,28.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_041804c2e06c,Peng Dehuai,28.0,outcome_override_sensitive,false,0.076923,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_041804c2e06c,Peng Dehuai,28.0,split_credit_sensitive,false,0.230769,Large share of rows involve multi-commander same-side credit splitting.
acmd_94390629dbd3,Frederick the Great,29.0,high_rank_low_known_rows,false,24.0,Top-100 commander has 24 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_94390629dbd3,Frederick the Great,29.0,high_rank_many_high_level_pages,false,0.030994,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_94390629dbd3,Frederick the Great,29.0,high_rank_low_battle_only_score,true,192.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_94390629dbd3,Frederick the Great,29.0,large_model_rank_variance,true,163.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_94390629dbd3,Frederick the Great,29.0,coalition_credit_heavy,false,0.153846,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_94390629dbd3,Frederick the Great,29.0,nominal_leader_risk,false,0.030994,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_94390629dbd3,Frederick the Great,29.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_94390629dbd3,Frederick the Great,29.0,siege_engineering_specialist,false,0.192308,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_94390629dbd3,Frederick the Great,29.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_94390629dbd3,Frederick the Great,29.0,war_page_sensitive,false,0.030994,War/conflict-page contribution share is high enough to affect interpretation.
acmd_94390629dbd3,Frederick the Great,29.0,low_evidence_quality,false,0.923077,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_94390629dbd3,Frederick the Great,29.0,region_or_era_source_density_risk,false,24.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_94390629dbd3,Frederick the Great,29.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_94390629dbd3,Frederick the Great,29.0,outcome_override_sensitive,false,0.038462,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_94390629dbd3,Frederick the Great,29.0,split_credit_sensitive,true,0.307692,Large share of rows involve multi-commander same-side credit splitting.
acmd_728cd65a1773,Heinz Guderian,30.0,high_rank_low_known_rows,false,11.0,Top-100 commander has 11 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_728cd65a1773,Heinz Guderian,30.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_728cd65a1773,Heinz Guderian,30.0,high_rank_low_battle_only_score,false,53.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_728cd65a1773,Heinz Guderian,30.0,large_model_rank_variance,false,32.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_728cd65a1773,Heinz Guderian,30.0,coalition_credit_heavy,true,0.307692,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_728cd65a1773,Heinz Guderian,30.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_728cd65a1773,Heinz Guderian,30.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_728cd65a1773,Heinz Guderian,30.0,siege_engineering_specialist,false,0.076923,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_728cd65a1773,Heinz Guderian,30.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_728cd65a1773,Heinz Guderian,30.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_728cd65a1773,Heinz Guderian,30.0,low_evidence_quality,false,0.846154,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_728cd65a1773,Heinz Guderian,30.0,region_or_era_source_density_risk,false,11.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_728cd65a1773,Heinz Guderian,30.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_728cd65a1773,Heinz Guderian,30.0,outcome_override_sensitive,false,0.153846,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_728cd65a1773,Heinz Guderian,30.0,split_credit_sensitive,true,0.615385,Large share of rows involve multi-commander same-side credit splitting.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,high_rank_low_known_rows,false,26.0,Top-100 commander has 26 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,high_rank_many_high_level_pages,false,0.030512,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,high_rank_low_battle_only_score,true,199.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,large_model_rank_variance,true,168.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,coalition_credit_heavy,true,0.551724,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,nominal_leader_risk,false,0.030512,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,siege_engineering_specialist,false,0.068966,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,war_page_sensitive,false,0.030512,War/conflict-page contribution share is high enough to affect interpretation.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,low_evidence_quality,false,0.896552,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,region_or_era_source_density_risk,false,26.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_e57884ddb832,Charles-Pierre Augereau,31.0,split_credit_sensitive,true,0.655172,Large share of rows involve multi-commander same-side credit splitting.
acmd_70fd3b0db695,Takeda Shingen,32.0,high_rank_low_known_rows,false,18.0,Top-100 commander has 18 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_70fd3b0db695,Takeda Shingen,32.0,high_rank_many_high_level_pages,false,0.0,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_70fd3b0db695,Takeda Shingen,32.0,high_rank_low_battle_only_score,false,5.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_70fd3b0db695,Takeda Shingen,32.0,large_model_rank_variance,true,53.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_70fd3b0db695,Takeda Shingen,32.0,coalition_credit_heavy,false,0.1,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_70fd3b0db695,Takeda Shingen,32.0,nominal_leader_risk,false,0.0,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_70fd3b0db695,Takeda Shingen,32.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_70fd3b0db695,Takeda Shingen,32.0,siege_engineering_specialist,true,0.55,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_70fd3b0db695,Takeda Shingen,32.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_70fd3b0db695,Takeda Shingen,32.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_70fd3b0db695,Takeda Shingen,32.0,low_evidence_quality,false,0.9,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_70fd3b0db695,Takeda Shingen,32.0,region_or_era_source_density_risk,false,18.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_70fd3b0db695,Takeda Shingen,32.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_70fd3b0db695,Takeda Shingen,32.0,outcome_override_sensitive,false,0.05,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_70fd3b0db695,Takeda Shingen,32.0,split_credit_sensitive,false,0.25,Large share of rows involve multi-commander same-side credit splitting.
acmd_882696f48db2,Hari Singh Nalwa,33.0,high_rank_low_known_rows,false,10.0,Top-100 commander has 10 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_882696f48db2,Hari Singh Nalwa,33.0,high_rank_many_high_level_pages,false,0.035888,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_882696f48db2,Hari Singh Nalwa,33.0,high_rank_low_battle_only_score,false,66.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_882696f48db2,Hari Singh Nalwa,33.0,large_model_rank_variance,false,40.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_882696f48db2,Hari Singh Nalwa,33.0,coalition_credit_heavy,true,0.363636,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_882696f48db2,Hari Singh Nalwa,33.0,nominal_leader_risk,false,0.035888,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_882696f48db2,Hari Singh Nalwa,33.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_882696f48db2,Hari Singh Nalwa,33.0,siege_engineering_specialist,false,0.090909,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_882696f48db2,Hari Singh Nalwa,33.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_882696f48db2,Hari Singh Nalwa,33.0,war_page_sensitive,false,0.035888,War/conflict-page contribution share is high enough to affect interpretation.
acmd_882696f48db2,Hari Singh Nalwa,33.0,low_evidence_quality,false,0.909091,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_882696f48db2,Hari Singh Nalwa,33.0,region_or_era_source_density_risk,false,10.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_882696f48db2,Hari Singh Nalwa,33.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_882696f48db2,Hari Singh Nalwa,33.0,outcome_override_sensitive,false,0.090909,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_882696f48db2,Hari Singh Nalwa,33.0,split_credit_sensitive,true,0.636364,Large share of rows involve multi-commander same-side credit splitting.
acmd_9f7dff80cfa8,Aurangzeb,34.0,high_rank_low_known_rows,false,9.0,Top-100 commander has 9 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_9f7dff80cfa8,Aurangzeb,34.0,high_rank_many_high_level_pages,false,0.003328,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_9f7dff80cfa8,Aurangzeb,34.0,high_rank_low_battle_only_score,true,128.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_9f7dff80cfa8,Aurangzeb,34.0,large_model_rank_variance,true,94.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_9f7dff80cfa8,Aurangzeb,34.0,coalition_credit_heavy,true,0.4,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_9f7dff80cfa8,Aurangzeb,34.0,nominal_leader_risk,false,0.003328,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_9f7dff80cfa8,Aurangzeb,34.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_9f7dff80cfa8,Aurangzeb,34.0,siege_engineering_specialist,true,0.5,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_9f7dff80cfa8,Aurangzeb,34.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_9f7dff80cfa8,Aurangzeb,34.0,war_page_sensitive,false,0.003328,War/conflict-page contribution share is high enough to affect interpretation.
acmd_9f7dff80cfa8,Aurangzeb,34.0,low_evidence_quality,false,0.9,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_9f7dff80cfa8,Aurangzeb,34.0,region_or_era_source_density_risk,false,9.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_9f7dff80cfa8,Aurangzeb,34.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_9f7dff80cfa8,Aurangzeb,34.0,outcome_override_sensitive,false,0.0,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_9f7dff80cfa8,Aurangzeb,34.0,split_credit_sensitive,true,0.5,Large share of rows involve multi-commander same-side credit splitting.
acmd_c82d0737a6d5,Ögedei Khan,35.0,high_rank_low_known_rows,false,12.0,Top-100 commander has 12 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_c82d0737a6d5,Ögedei Khan,35.0,high_rank_many_high_level_pages,false,0.067446,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_c82d0737a6d5,Ögedei Khan,35.0,high_rank_low_battle_only_score,true,218.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_c82d0737a6d5,Ögedei Khan,35.0,large_model_rank_variance,true,183.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_c82d0737a6d5,Ögedei Khan,35.0,coalition_credit_heavy,true,0.416667,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_c82d0737a6d5,Ögedei Khan,35.0,nominal_leader_risk,false,0.067446,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_c82d0737a6d5,Ögedei Khan,35.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_c82d0737a6d5,Ögedei Khan,35.0,siege_engineering_specialist,false,0.333333,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_c82d0737a6d5,Ögedei Khan,35.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_c82d0737a6d5,Ögedei Khan,35.0,war_page_sensitive,false,0.067446,War/conflict-page contribution share is high enough to affect interpretation.
acmd_c82d0737a6d5,Ögedei Khan,35.0,low_evidence_quality,false,1.0,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_c82d0737a6d5,Ögedei Khan,35.0,region_or_era_source_density_risk,false,12.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_c82d0737a6d5,Ögedei Khan,35.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_c82d0737a6d5,Ögedei Khan,35.0,outcome_override_sensitive,false,0.166667,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_c82d0737a6d5,Ögedei Khan,35.0,split_credit_sensitive,true,0.833333,Large share of rows involve multi-commander same-side credit splitting.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,high_rank_low_known_rows,false,9.0,Top-100 commander has 9 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,high_rank_many_high_level_pages,true,0.542278,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,high_rank_low_battle_only_score,true,525.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,large_model_rank_variance,true,502.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,coalition_credit_heavy,true,0.461538,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,nominal_leader_risk,false,0.542278,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,siege_engineering_specialist,false,0.0,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,war_page_sensitive,false,0.0,War/conflict-page contribution share is high enough to affect interpretation.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,low_evidence_quality,false,0.692308,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,region_or_era_source_density_risk,false,9.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,outcome_override_sensitive,false,0.153846,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_8cc431cd8376,Dwight D. Eisenhower,36.0,split_credit_sensitive,true,0.615385,Large share of rows involve multi-commander same-side credit splitting.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,high_rank_low_known_rows,false,10.0,Top-100 commander has 10 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,high_rank_many_high_level_pages,false,0.025046,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_7efa0f23739e,Katō Kiyomasa,37.0,high_rank_low_battle_only_score,false,18.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_7efa0f23739e,Katō Kiyomasa,37.0,large_model_rank_variance,true,53.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,coalition_credit_heavy,true,0.416667,"Large share of strict rows involve four or more known same-side commanders, increasing coalition credit sensitivity."
acmd_7efa0f23739e,Katō Kiyomasa,37.0,nominal_leader_risk,false,0.025046,Role classification is not yet available and the case is broad-page heavy with limited battle-level evidence.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,unclear_role_heavy,false,0.0,"Verified role classification file is not present in this snapshot, so unclear-role heaviness is not assessed in this audit pass."
acmd_7efa0f23739e,Katō Kiyomasa,37.0,siege_engineering_specialist,true,0.666667,Substantial siege-event footprint; field-command rank should be interpreted alongside siege-engineering category strength.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,campaign_page_sensitive,false,0.0,Campaign-page contribution share is high enough to affect interpretation.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,war_page_sensitive,false,0.025046,War/conflict-page contribution share is high enough to affect interpretation.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,low_evidence_quality,false,0.833333,Event-level evidence-quality scoring is not yet present; low known-outcome density is used as the provisional risk signal.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,region_or_era_source_density_risk,false,10.0,Ancient/medieval cases with low known-outcome count are more exposed to uneven source-density risk.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,identity_merge_risk,false,0.0,"Identity bridge is suspect, low reliability, or not confidently linked."
acmd_7efa0f23739e,Katō Kiyomasa,37.0,outcome_override_sensitive,true,0.25,Large share of strict rows used outcome overrides; score depends on verified corrections.
acmd_7efa0f23739e,Katō Kiyomasa,37.0,split_credit_sensitive,true,0.583333,Large share of rows involve multi-commander same-side credit splitting.
acmd_d689b62984e1,Tokugawa Ieyasu,38.0,high_rank_low_known_rows,false,12.0,Top-100 commander has 12 known-outcome rows; low evidence volume weakens exact-rank confidence.
acmd_d689b62984e1,Tokugawa Ieyasu,38.0,high_rank_many_high_level_pages,false,0.02066,"More than 40 percent of measured contribution comes from operation, campaign, or war-level pages."
acmd_d689b62984e1,Tokugawa Ieyasu,38.0,high_rank_low_battle_only_score,true,191.0,"Trust-first placement is much stronger than the battle-only baseline, suggesting dependence on non-battle evidence."
acmd_d689b62984e1,Tokugawa Ieyasu,38.0,large_model_rank_variance,true,153.0,Rank spread across sensitivity models is large enough that adjacent exact rank should not be over-read.
